path,label,sha256
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Septoria_leaf_spot\bfea5a30-8ece-4c04-b437-ca17fe9fab95___JR_Sept.L.S 2481.JPG,Tomato___Septoria_leaf_spot,623a367bc940a4f3f8b2a9df645665ca00587125ddfd465c372d62b715a96689
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Corn_(maize)___Northern_Leaf_Blight\be7a6052-bb7e-4348-bc97-5591277fa769___RS_NLB 4273 copy.jpg,Corn_(maize)___Northern_Leaf_Blight,34ff6929ab6e59866442f658591f7124cc7d90212e62f5ad65959e58500c5996
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\val\Blueberry___healthy\0bce172b-910e-4eed-b497-f632838df76e___RS_HL 2403.JPG,Blueberry___healthy,368dcd5595b2e7160bd5854d613545290bb1d940b17384bf80316fff9579dcb7
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Corn_(maize)___healthy\4a960b84-d0be-4118-83bf-24c46678b7f6___R.S_HL 0624 copy 2.jpg,Corn_(maize)___healthy,d28bf233c5a70e8f995b71d1fa2f35f8d2cc536a64e616bb70fb1b790b398c91
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Corn_(maize)___healthy\af647b0e-db3a-459e-915c-4e522cb46c6c___R.S_HL 8101 copy .jpg,Corn_(maize)___healthy,9f9ff3b0cb1432d8ed5e8ccc73558b76cbd14ca4251bbe7f20058c65349b76d6
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Cherry_(including_sour)___Powdery_mildew\cd107c83-8873-495c-9203-3b7179647522___FREC_Pwd.M 4747.JPG,Cherry_(including_sour)___Powdery_mildew,f3d35d4d319abfa5acdfadf42d31197c6aace77bc307df56bb076120645f5554
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Orange___Haunglongbing_(Citrus_greening)\81325070-c533-4323-baff-940b84e2a82a___CREC_HLB 3942.JPG,Orange___Haunglongbing_(Citrus_greening),ee8b65cd3aae006327a1c27b9737b682f6a4456cef9e2c236c0b422bac2b6cbe
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Grape___Black_rot\e98c6a46-badc-44af-992e-1493f70cf6f5___FAM_B.Rot 3138.JPG,Grape___Black_rot,0584bc63a8539d745018dc099cd29b0136d1791ca73d91332ce9883c0e4ae0b7
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Potato___Early_blight\85a9856f-d5ae-4740-a038-517489a25ff5___RS_Early.B 8635.JPG,Potato___Early_blight,d9d1757935efd6d20e7f79005d81f3c0acb455f364595a19fd0dd59559dfc418
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\f098ebaa-7545-4674-adbf-a6c6756029a1___FAM_L.Blight 0781.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),b85dc17072b48d397de2a1a988e0f342d4735ad14b9d7066779aa34d6568e551
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Orange___Haunglongbing_(Citrus_greening)\9da84c41-f7ba-463a-b268-3c0e2b383f7c___CREC_HLB 4988.JPG,Orange___Haunglongbing_(Citrus_greening),bae5f81def3d800953025db2ff8cc6d716ce8f4699a882c0983f43041ccd4b3b
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\28c54a50-7744-4549-8eae-64a435aa1775___YLCV_NREC 2892.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0c64a7a08bf01a468a73a2e04ad46a089bffed68fd8c82f30f0382a3e889834f
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Bacterial_spot\a2ea3cb7-5c9e-4d3c-9e6c-42f7eb5f98a4___GCREC_Bact.Sp 6076.JPG,Tomato___Bacterial_spot,d5205d2631994794745172a2fe7456a9c34bd3f3fe78ad40180f7b06ad98ed8c
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Soybean___healthy\9c0c3a2e-5357-44ce-abf1-2ae71683f22a___RS_HL 7424.JPG,Soybean___healthy,51a21cd972ef4c12cac181180bdc714f76c38ffb9de54999680124a0f6e134c8
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Peach___Bacterial_spot\31ba07e8-aafd-4659-b913-3e2ebdd891cf___Rut._Bact.S 1173.JPG,Peach___Bacterial_spot,fc683174077d39ef77e995d9fc300179e8bcd771f218440c0ac56d3fa07bc55a
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Apple___healthy\3eef4051-9e25-4e17-8540-c35e5df18648___RS_HL 6054.JPG,Apple___healthy,f746862805a01cdb9b4d562f12bf211f6372312aa30ea81283dce2e236ca7de0
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Bacterial_spot\66348a1f-6ca3-43c3-9883-ccf79c8dec89___GCREC_Bact.Sp 3640.JPG,Tomato___Bacterial_spot,84cee80ac743beef15f9b3f32ba11cbdd2f75beb8c8613d237300db647a9dad2
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\0351992b-8156-4f08-ba42-72f111c7e0db___YLCV_NREC 0198.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,424dd289175307cb23f81c3a438d4a5c17ae589353176d3e495df5d2a29c2396
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Soybean___healthy\737aaef7-7abc-4802-806e-b263b57c0b8f___RS_HL 6304.JPG,Soybean___healthy,064f577dac5adc2e75c383d743acfad2f84837db643bb99220f8b5e2bb6618c5
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Soybean___healthy\52d3f7db-c7ec-4d72-8ef9-cb218ce30082___RS_HL 3187.JPG,Soybean___healthy,2cb73a0c3709350d6ffaf1130a178af953083d23a49175d59a83fcab119d9799
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Spider_mites Two-spotted_spider_mite\48607635-07da-4682-893a-d163e7abc3ae___Com.G_SpM_FL 1402.JPG,Tomato___Spider_mites Two-spotted_spider_mite,0813505a5119bef0e131181dd285a08e744894aaa0088b84689919f1ec77c0bb
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\2a302142-7c38-4432-b903-aba03eb5d47e___FAM_L.Blight 1656.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),2eddd8052e70882e5034a3b0fcc576c79d716f5c11855542e30eb92158de7181
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\val\Tomato___Tomato_mosaic_virus\ccbfedd0-e8d7-4f09-aa7b-98213e408c39___PSU_CG 2216.JPG,Tomato___Tomato_mosaic_virus,a48fd8bd48810917768d7f655c8503598089e80ed29a6124141ea118d33b5cc5
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Apple___healthy\c57694cb-8849-405f-9a84-bf0158c53c95___RS_HL 7241.JPG,Apple___healthy,14fa7f515eec80f3f435a47ccaffe3a5d3ca6eca8ea6766bb238c603e318321e
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Squash___Powdery_mildew\42c1e862-8f8b-4e41-b091-7e0a4ed25d2e___MD_Powd.M 0086.JPG,Squash___Powdery_mildew,4226443a0471043122e561f3a9170674cc60db131bb8bb2ccac6dbb2dd781a12
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\val\Orange___Haunglongbing_(Citrus_greening)\1c6f918c-b56f-48f7-8a9e-322558d665a4___CREC_HLB 4113.JPG,Orange___Haunglongbing_(Citrus_greening),3e009de2817181a3a4c79c62f7434828ffb8bf0fded522117a3e0750c4599d64
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\val\Tomato___Target_Spot\83012967-2bcc-4af2-bd6c-c26b329fdb55___Com.G_TgS_FL 7966.JPG,Tomato___Target_Spot,1d9bb196555d26ff31d5b6af93aee596a01dcac57b1553c70320ff3ebbb8fac6
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Late_blight\dbedc9c1-d7f8-4eef-b4bf-d36689c57c60___GHLB Leaf 27 Day 12.JPG,Tomato___Late_blight,8750cf25753b5193f0695c66f93b4d5e0e309c75f0ab2e1c46f2ff426a10cc76
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\val\Tomato___Leaf_Mold\113ae06c-f41b-47f3-a1a5-bffd33fcfac1___Crnl_L.Mold 8746.JPG,Tomato___Leaf_Mold,dda72b07d6a31d0f63d33742f13fe7e62841e442db4f0c15e9191f1c9464cf5f
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Orange___Haunglongbing_(Citrus_greening)\49008ffc-9b25-482f-b5d8-bdb1dc6e88a4___CREC_HLB 7461.JPG,Orange___Haunglongbing_(Citrus_greening),29b8cb0e1013b4fc3642fb9596e93f02ef235b88a1b0092c8b0cd5cfb0341c6a
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Soybean___healthy\30394692-b786-4214-bb6a-34e867e65260___RS_HL 3242.JPG,Soybean___healthy,663ac24a3a8013437082fa8cdda2449329bb9be42c77e26bad67603f3b03f6bc
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Late_blight\846005e7-d4ad-49e4-bfce-3aefe50b44e0___RS_Late.B 5158.JPG,Tomato___Late_blight,112c2451ffb47055999c5e686cbf36655f3257830afd95f5632fe2450c6b14e2
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Soybean___healthy\5d02b876-f717-4364-ab7f-1fdfa936d8f7___RS_HL 3194.JPG,Soybean___healthy,fb4bf6486e8eb5e4d07433c52784cc1cc16502073e3dbc01f899af0e6c580354
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\val\Grape___Esca_(Black_Measles)\f4926d0c-7d9a-4d8a-a1f8-a85f3b9210d1___FAM_B.Msls 1090.JPG,Grape___Esca_(Black_Measles),ce2208773ba1e2031503b868743342baa467adcd715e86f52581616b47b9270a
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\891384e2-3e94-4ac0-8a5f-a58ec521d9cd___UF.GRC_YLCV_Lab 01427.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,3fae74c9e4f29fe3ede98838357dd2e38fff8791f86a68c74e9af5be3d709e8b
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4cdda350-7152-46c8-a963-f7e37e7a7f06___UF.GRC_YLCV_Lab 03284.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,2970f6ff2e2bfbdb7d29d6dd8e95adb9d7d4e39b95ab7a520b9d237e84815bb3
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Spider_mites Two-spotted_spider_mite\75ff9553-3292-4a04-b856-2268da814f68___Com.G_SpM_FL 8548.JPG,Tomato___Spider_mites Two-spotted_spider_mite,a4618d32d1ca2aa1c0f0056f9688b1b3a33d5406c6e4cf19dea762fd246d07b6
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Peach___Bacterial_spot\3c4ee7e3-7b4f-43a0-98c4-dd3e35b02ef8___Rutg._Bact.S 1658.JPG,Peach___Bacterial_spot,e0f12296f11413cfd063e89b0e6b4786f59a8ab47475d5916fff06f7127a5e1b
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Orange___Haunglongbing_(Citrus_greening)\97989bce-a7ab-48ef-aaa6-a2bab3854c73___UF.Citrus_HLB_Lab 0594.JPG,Orange___Haunglongbing_(Citrus_greening),ac968f7dcbb57d07f532bdc22848d7946e484a9a70cc3967fe2cfb3eb6b84891
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Orange___Haunglongbing_(Citrus_greening)\1275ef3e-8669-430d-affd-3258b341584b___UF.Citrus_HLB_Lab 0492.JPG,Orange___Haunglongbing_(Citrus_greening),bbb4a0b6b64a175515ce25dd03b02012d403a2386678b9a6ef90cea5df54f413
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Orange___Haunglongbing_(Citrus_greening)\f6aa3bfa-5f2d-4850-8050-9aac6e5b924a___CREC_HLB 6991.JPG,Orange___Haunglongbing_(Citrus_greening),c2ceb0023da79fe447bd39ba17080dbdda33b622d5d7248385654f345f9c8fb3
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___healthy\1cb9d4d1-280b-479c-95a9-01f71acf70bc___RS_HL 0641.JPG,Tomato___healthy,d9f9204148c9eccc920326ae43d0e1a005fbe00b66c8bcd71092f5c3185900f5
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Soybean___healthy\53a386fe-c021-48a2-9bf3-703a80e1c8c2___RS_HL 3515.JPG,Soybean___healthy,502c345c29cf8d2841ef3811b72d70a337ca708c8da6f7b6f1be0fc0ad92d590
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___healthy\bc36c64a-8e37-4275-80e9-81431c4ba98f___GH_HL Leaf 184.2.JPG,Tomato___healthy,5a634a862fc29386c4308ea69b7ee8537c9852b159d62bd1903ddc7185425801
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Spider_mites Two-spotted_spider_mite\8e9d2760-5d55-4ec6-9a38-43327038d2b2___Com.G_SpM_FL 8647.JPG,Tomato___Spider_mites Two-spotted_spider_mite,0db56af63eed54c7245fe49d39b7f6a1e47d64a502042a4fdf3c7126743aa675
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Squash___Powdery_mildew\0280c784-0050-4834-a1ad-cb927d013023___UMD_Powd.M 9854.JPG,Squash___Powdery_mildew,29ff53e30c18a07052594485ed5c0ac851b270a58062588fdf79a2d3c730664c
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Squash___Powdery_mildew\6e9024d1-bb9e-42b6-837a-fb2b3295709c___UMD_Powd.M 0103.JPG,Squash___Powdery_mildew,23794d78d768c85093a97d517e1fb4affb3c985e11b717fb4baca0de3d202f9e
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Soybean___healthy\36b582aa-bd8f-43c8-b1c2-d3c1059491e8___RS_HL 6549.JPG,Soybean___healthy,1975c6d119c492e8540fe7429696c137545dc324a3dddf7caf945e8d1bf23f44
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Apple___Black_rot\e6ea57b6-04c9-4873-83d5-f6d859d54dbb___JR_FrgE.S 2848.JPG,Apple___Black_rot,b5bfe3ac5932b6cc18d4167bffcd2d2202f1644932879ec7d38d7773d0d38b1c
"C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Pepper,_bell___healthy\d1dbb3ad-9839-4015-a4c8-9b562e196ac5___JR_HL 8347.JPG","Pepper,_bell___healthy",f2164d99ab77bbdd7bee77b96741c08d6b0c6b68d2565e786d86d037270249fb
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Bacterial_spot\ed72f0b8-cd69-41fd-99a8-ae792c6fa16f___GCREC_Bact.Sp 3186.JPG,Tomato___Bacterial_spot,6d067520c6dcc3048c63a37f443a3caafecde2b2e820d334454068e1ab966b49
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Soybean___healthy\73ce6ace-509f-4b2c-9081-8f11e07ff4a6___RS_HL 7457.JPG,Soybean___healthy,60ec7cb5485a87c99fa16e460593bb478d6fc429d8959494107350c9125a4fa2
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Soybean___healthy\9573d426-34cf-43e8-9aea-f14a0ab71deb___RS_HL 3874.JPG,Soybean___healthy,4d41c888ed490fda84482cab774ba5666d63b1c37c1a559a3cc78b43642fedb2
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c8ff3917-03e9-4a62-928f-bcd72979a041___YLCV_NREC 2732.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,5a66a68aa818602c8002375eaa72e9c939edc1b6e236290739248793badeabfc
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Tomato_mosaic_virus\dd1161b0-ed4e-42f0-a63b-1ff8d9adf3ed___PSU_CG 2405.JPG,Tomato___Tomato_mosaic_virus,bff177ab5ce0775c81026ebfeec080a7c58560986bba7004e24ed29d0bb24256
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Septoria_leaf_spot\50ae0da2-fded-4c78-beb9-0f5e9a85a989___Matt.S_CG 7636.JPG,Tomato___Septoria_leaf_spot,524a4c5f8e8a27ebfc045c2ee46fa38c635ad3769a3b6da79874d76b8b124910
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Orange___Haunglongbing_(Citrus_greening)\7bcdc83b-4db9-47f4-abd6-26b5989dc8d4___CREC_HLB 5597.JPG,Orange___Haunglongbing_(Citrus_greening),dfd01533f353c0f72e6681909bb0c9975b8471510def940272eeecb32de8a5a8
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Soybean___healthy\75c06ced-88b9-4152-ab87-bf8259e93e2a___RS_HL 5607.JPG,Soybean___healthy,3b4a74e502d0a0ee6830349ea0a5f1f4c22d2e3e77c47519a2bee51aef28d549
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Squash___Powdery_mildew\1fcab059-0da2-42b7-9cb9-4f2600c6619d___MD_Powd.M 0344.JPG,Squash___Powdery_mildew,357c87a6eafca57813648e8fb90404c6f15f192e80d583e41f72a2e9e10af8e0
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\5771f2cb-d87f-4c25-bbf5-cbb17782aa4e___UF.GRC_YLCV_Lab 03015.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,795f65931c19420d1a6e3d44ed3211eb470f31c0c2f1aeb8f0429602f95b759c
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\val\Tomato___Bacterial_spot\74c63cbe-13e9-4256-aa02-b146cdd16c6b___GCREC_Bact.Sp 3127.JPG,Tomato___Bacterial_spot,63b2551c13c046a486b7f7523f9e2aa936d37f5daf581b61341996893df04d8b
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e14de8d0-dea6-4d96-b9f3-6b0355ef106b___UF.GRC_YLCV_Lab 01743.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,4f376c70d420f3ef52b52610fd5f8a341560f923839097c1d80f96db1bf5b5bc
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Late_blight\b15c92e9-6973-415c-80fe-82703ff722f7___RS_Late.B 4994.JPG,Tomato___Late_blight,47efe4cf5e75363cde5eb2b859a7cee34a481ac804047a56c328360ff51a7812
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Apple___Black_rot\9b5bb550-6b75-47a3-a702-08ef34def9ff___JR_FrgE.S 8743.JPG,Apple___Black_rot,f29c5beffb14bdd5f697241fa818fb7b37aa48c2a2c2fe7751e449a9ceba1d79
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f8c27546-86a9-46ac-ab93-51863759218e___YLCV_NREC 2049.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,17a21d0fd0f8b7e9dbe71fb9c3d1cc1e19d7589591d7f7c58f7f4be22f5ddf0b
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4492f84b-c696-4b8b-95a8-002d2a9f8a8c___UF.GRC_YLCV_Lab 09459.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0f3031d17fd7fcc150d8c3e9f251b7f169355c4e3c34fdff610ce7cbddd2982c
C:\Users\DELL\Documents\Codex\2026-09-09\work-directly-on-this-project-do\inspect\data\raw\PlantVillage\train\Strawberry___Leaf_scorch\a746e3a1-3018-4c96-8016-e8896687d41d___RS_L.Scorch 0070.JPG,Strawberry___Leaf_scorch,6902ade507d97e5fb3a08d9be77c46fbda6afb7c5f63fcf7ae5b4b65ef75a08c
